, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r,video,frame,GMM,GMM_probs
1435,0.98,1,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.91,0.2,0.0,0.19,0.81,0.0,0.0,0.0,0.0,0.0,21,1,10,0.9998166089280187
1436,0.88,1,0.06,0.1,0.0,0.1,0.23,0.0,0.0,0.51,0.79,0.18,0.25,1.08,0.25,0.56,0.0,0.89,0.0,21,2,5,0.9998122849280865
1437,0.98,1,0.16,0.05,0.0,0.11,0.23,0.0,0.0,0.39,0.91,0.28,0.36,1.22,0.25,0.59,0.0,1.26,0.0,21,3,5,0.9959641999557827
1438,0.98,1,0.21,0.0,0.0,0.02,0.0,0.0,0.0,0.56,0.59,0.34,0.44,1.19,0.0,0.06,0.0,1.29,0.0,21,4,5,0.9700078214149214
1439,0.98,1,0.26,0.0,0.0,0.01,0.0,0.02,0.0,0.69,0.63,0.31,0.39,1.17,0.0,0.03,0.17,1.26,0.0,21,5,5,0.9892772317340364
1440,0.98,1,0.25,0.0,0.0,0.0,0.0,0.02,0.0,0.95,0.67,0.21,0.22,1.18,0.0,0.0,0.2,1.31,0.0,21,6,1,0.8178731185654903
1441,0.98,1,0.26,0.0,0.0,0.0,0.01,0.02,0.0,1.24,0.7,0.2,0.14,1.24,0.0,0.0,0.28,1.44,0.0,21,7,1,0.6804632636610868
1442,0.98,1,0.24,0.0,0.0,0.0,0.03,0.01,0.0,1.33,0.66,0.19,0.0,1.24,0.0,0.0,0.18,1.47,0.0,21,8,1,0.9241997644990261
1443,0.98,1,0.26,0.0,0.13,0.0,0.03,0.0,0.05,1.34,0.62,0.31,0.0,1.3,0.0,0.0,0.22,1.45,0.0,21,9,1,0.9974477973364745
1444,0.98,1,0.25,0.0,0.2,0.0,0.02,0.0,0.09,1.28,0.57,0.27,0.0,1.25,0.0,0.0,0.27,1.34,0.0,21,10,1,0.9973914432914579
1445,0.98,1,0.27,0.0,0.24,0.0,0.0,0.03,0.09,1.09,0.52,0.18,0.0,1.22,0.0,0.02,0.2,1.06,0.0,21,11,1,0.9999988112238021
1446,0.98,1,0.34,0.52,0.11,0.25,0.13,0.03,0.04,0.65,0.76,0.06,0.0,0.75,0.0,0.22,0.3,1.24,0.0,21,12,3,0.9984301252501383
1447,0.98,1,0.28,0.52,0.04,0.25,0.13,0.14,0.02,0.44,0.78,0.01,0.0,0.81,0.0,0.23,0.17,0.78,0.0,21,13,3,0.9779800070472773
1448,0.98,1,0.17,0.52,0.0,0.25,0.14,0.19,0.04,0.42,0.81,0.0,0.0,0.85,0.0,0.22,0.17,0.63,0.0,21,14,3,0.9063883207354149
1449,0.98,1,0.0,0.0,0.02,0.0,0.02,0.19,0.07,0.61,0.55,0.0,0.0,1.35,0.0,0.1,0.0,0.05,0.0,21,15,1,0.9871176725212215
1450,0.98,1,0.0,0.0,0.04,0.0,0.05,0.07,0.08,0.65,0.5,0.0,0.0,1.33,0.0,0.14,0.0,0.04,0.0,21,16,1,0.9978284882789391
1451,0.98,1,0.0,0.0,0.13,0.01,0.03,0.0,0.07,0.67,0.44,0.0,0.17,1.4,0.0,0.16,0.0,0.07,0.0,21,17,10,0.9995124879205863
1452,0.98,1,0.0,0.0,0.11,0.05,0.03,0.05,0.04,0.86,0.4,0.0,0.22,1.21,0.0,0.09,0.08,0.56,0.0,21,18,10,0.9999322199412883
1453,0.98,1,0.0,0.0,0.09,0.12,0.0,0.15,0.0,0.95,0.42,0.0,0.22,1.12,0.0,0.04,0.2,0.9,0.0,21,19,5,0.9998581584629894
1454,0.98,1,0.0,0.0,0.0,0.19,0.0,0.15,0.0,1.15,0.4,0.0,0.1,1.04,0.0,0.0,0.4,1.3,0.0,21,20,5,0.9250078176667856
1455,0.98,1,0.0,0.0,0.0,0.18,0.0,0.1,0.0,1.19,0.31,0.0,0.11,1.26,0.0,0.0,0.69,1.42,0.0,21,21,5,0.9504664805971846
1456,0.98,1,0.04,0.04,0.0,0.14,0.0,0.0,0.0,0.86,0.19,0.0,0.11,1.4,0.0,0.0,0.58,1.65,0.0,21,22,5,0.912980024949864
1457,0.98,1,0.1,0.31,0.0,0.36,0.05,0.0,0.0,0.4,0.44,0.0,0.06,1.0,0.12,0.3,0.52,1.84,0.0,21,23,3,0.9562598381342626
1458,0.98,1,0.36,0.31,0.0,0.34,0.05,0.0,0.0,0.16,0.5,0.0,0.01,0.92,0.14,0.3,0.16,1.82,0.22,21,24,3,0.9961369721017642
1459,0.98,1,0.66,0.28,0.0,0.3,0.05,0.0,0.0,0.33,0.58,0.0,0.01,1.0,0.19,0.3,0.16,1.93,0.49,21,25,3,0.9999209897309032
1460,0.98,1,0.96,0.27,0.0,0.03,0.0,0.0,0.0,0.55,0.39,0.19,0.1,1.57,0.19,0.0,0.1,2.17,0.75,21,26,3,0.9997158890246509
1461,0.93,1,1.09,0.43,0.15,0.03,0.02,0.0,0.0,0.72,0.49,0.45,0.28,1.48,0.4,0.0,0.67,2.36,0.79,21,27,3,0.99929375207111
1462,0.98,1,0.98,0.63,0.18,0.03,0.08,0.0,0.0,0.9,0.57,0.62,0.36,1.17,0.36,0.0,1.36,2.48,0.93,21,28,3,0.9387922455736067
1463,0.98,1,0.8,0.46,0.18,0.0,0.14,0.01,0.0,0.96,0.68,0.43,0.27,0.82,0.35,0.0,1.9,2.49,0.93,21,29,7,0.8173796109563002
1464,0.98,1,0.73,0.5,0.02,0.0,0.19,0.01,0.0,0.95,0.75,0.2,0.08,0.73,0.19,0.0,1.9,2.63,1.04,21,30,7,0.8859877303609424
1465,0.98,1,0.9,0.56,0.0,0.0,0.13,0.01,0.0,0.66,0.78,0.03,0.0,0.86,0.2,0.0,1.62,2.23,0.68,21,31,7,0.8985377476721382
1466,0.98,1,1.16,0.69,0.0,0.0,0.06,0.0,0.0,0.62,0.69,0.03,0.0,1.03,0.09,0.0,1.21,1.51,0.42,21,32,3,0.9118871556310681
1467,0.98,1,1.29,0.82,0.0,0.0,0.01,0.0,0.0,0.5,0.68,0.0,0.01,0.91,0.04,0.0,0.91,0.76,0.06,21,33,3,0.9630516044629236
1468,0.98,1,0.96,0.84,0.0,0.3,0.05,0.0,0.0,0.44,0.83,0.0,0.01,0.54,0.15,0.3,0.66,1.03,0.02,21,34,3,0.9996836198543282
1469,0.98,1,0.98,0.98,0.0,0.3,0.05,0.0,0.0,0.29,0.73,0.0,0.02,0.34,0.15,0.3,0.65,1.03,0.02,21,35,3,0.9998419980810993
1470,0.98,1,1.03,1.07,0.0,0.3,0.05,0.0,0.0,0.18,0.61,0.0,0.01,0.37,0.12,0.3,0.6,1.15,0.0,21,36,3,0.9998828777375743
1471,0.98,1,1.39,1.02,0.0,0.0,0.0,0.0,0.0,0.2,0.32,0.0,0.01,0.72,0.02,0.0,0.45,0.61,0.03,21,37,3,0.995990054822868
1472,0.98,1,1.25,1.09,0.0,0.0,0.0,0.0,0.0,0.13,0.3,0.0,0.0,0.9,0.1,0.0,0.27,0.66,0.03,21,38,3,0.9986827081050326
1473,0.98,1,1.01,1.04,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.0,0.0,1.08,0.13,0.0,0.24,1.05,0.04,21,39,3,0.99573089718092
1474,0.98,1,0.9,1.01,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.0,0.0,1.07,0.18,0.0,0.33,1.57,0.01,21,40,3,0.987702047866628
1475,0.98,1,0.85,0.75,0.05,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.96,0.19,0.0,0.35,1.91,0.01,21,41,3,0.9423709814762031
1476,0.98,1,1.01,0.6,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.33,0.0,0.41,1.98,0.0,21,42,3,0.9707677602178785
1477,0.98,1,1.08,0.43,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.53,0.0,0.44,1.77,0.0,21,43,3,0.9961218433472722
1478,0.98,1,1.39,0.55,0.23,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.47,0.0,0.42,1.73,0.0,21,44,3,0.9997988814086731
1479,0.98,1,0.97,0.69,0.24,0.44,0.12,0.0,0.0,0.0,0.03,0.0,0.0,0.59,0.41,0.4,0.18,1.03,0.0,21,45,3,0.9986325621035196
1480,0.88,1,0.92,1.05,0.31,0.59,0.12,0.0,0.0,0.0,0.03,0.0,0.0,0.77,0.33,0.4,0.06,1.47,0.0,21,46,3,0.9998940911457324
1481,0.98,1,0.56,1.18,0.22,0.73,0.12,0.0,0.0,0.0,0.03,0.0,0.0,0.94,0.5,0.4,0.07,1.92,0.0,21,47,3,0.9999683421393171
1482,0.98,1,0.62,0.89,0.24,0.96,0.0,0.0,0.0,0.02,0.0,0.0,0.09,1.12,0.39,0.0,0.6,2.9,0.07,21,48,3,0.9999977955946565
1483,0.98,1,0.29,0.65,0.36,1.14,0.05,0.0,0.0,0.02,0.09,0.0,0.16,0.8,0.27,0.0,1.14,2.92,0.07,21,49,3,0.9999472353508281
1484,0.98,1,0.07,0.22,0.4,1.06,0.05,0.0,0.0,0.02,0.19,0.0,0.16,0.54,0.31,0.0,1.45,3.06,0.07,21,50,3,0.9989310049647755
1485,0.98,1,0.0,0.15,0.41,0.62,0.05,0.0,0.0,0.0,0.41,0.16,0.07,0.68,0.64,0.2,0.92,2.6,0.25,21,51,3,0.9999997351659586
1486,0.98,1,0.0,0.0,0.31,0.19,0.0,0.0,0.0,0.0,0.54,0.31,0.0,0.84,0.92,0.37,0.38,2.36,0.49,21,52,3,0.9999999720617185
1487,0.98,1,0.14,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.69,0.4,0.11,0.77,0.95,0.37,0.0,1.5,1.05,21,53,3,0.999999987736457
1488,0.88,1,0.21,0.0,0.1,0.0,0.0,0.0,0.0,0.17,0.68,0.25,0.27,0.56,0.92,0.17,0.0,1.1,1.13,21,54,3,0.999999989274973
1489,0.98,1,0.23,0.03,0.03,0.08,0.03,0.0,0.0,0.66,0.69,0.1,0.33,0.47,0.82,0.0,0.11,0.67,1.22,21,55,3,0.9855309122137136
1490,0.98,1,0.09,0.1,0.03,0.17,0.19,0.0,0.0,0.66,0.75,0.04,0.23,0.36,0.61,0.3,0.11,0.48,0.75,21,56,3,0.9517577861918116
1491,0.93,1,0.01,0.1,0.05,0.17,0.31,0.0,0.03,1.16,0.79,0.13,0.27,0.61,0.65,0.3,0.33,0.72,0.42,21,57,8,0.9988850770464873
1492,0.93,1,0.0,0.25,0.1,0.09,0.42,0.0,0.13,1.36,0.78,0.13,0.27,0.58,0.71,0.3,0.55,0.86,0.25,21,58,8,0.9996220604305824
1493,0.98,1,0.15,0.46,0.14,0.0,0.39,0.21,0.14,2.03,0.66,0.09,0.5,0.68,0.96,0.0,0.79,1.04,0.17,21,59,7,0.9999958424716434
1494,0.98,1,0.31,0.46,0.12,0.0,0.27,0.21,0.11,1.71,0.59,0.0,0.29,0.5,0.89,0.0,0.58,0.66,0.16,21,60,7,0.9999957321085909
1495,0.98,1,0.39,0.47,0.03,0.0,0.14,0.21,0.01,1.38,0.49,0.0,0.25,0.44,0.8,0.0,0.24,0.32,0.0,21,61,10,0.9999618383468238
1496,0.98,1,0.28,0.36,0.0,0.0,0.09,0.0,0.0,1.19,0.38,0.0,0.25,0.5,0.87,0.0,0.11,0.06,0.0,21,62,10,0.9999999922643994
1497,0.98,1,0.23,0.54,0.0,0.0,0.19,0.0,0.0,1.35,0.3,0.0,0.34,0.47,0.96,0.0,0.23,0.01,0.0,21,63,10,0.9999997693026366
1498,0.98,1,0.15,0.4,0.0,0.0,0.18,0.0,0.0,1.35,0.26,0.0,0.58,0.61,0.87,0.0,0.24,0.01,0.0,21,64,10,0.9999999654910071
1499,0.98,1,0.11,0.35,0.08,0.0,0.19,0.0,0.05,1.24,0.32,0.0,0.58,0.8,0.51,0.0,0.13,0.0,0.0,21,65,10,0.9998127362406384
1500,0.93,1,0.0,0.17,0.13,0.0,0.1,0.07,0.05,0.87,0.22,0.0,0.81,1.1,0.21,0.09,0.02,0.0,0.0,21,66,10,0.9999935784594136
1501,0.98,1,0.17,0.12,0.13,0.0,0.25,0.07,0.05,0.84,0.57,0.2,0.55,0.96,0.07,0.1,0.0,0.0,0.0,21,67,8,0.8037194453938412
1502,0.98,1,0.17,0.0,0.2,0.0,0.37,0.09,0.21,0.74,0.44,0.2,0.39,0.84,0.05,0.1,0.2,0.23,0.0,21,68,1,0.999997610310065
1503,0.98,1,0.17,0.0,0.3,0.0,0.59,0.17,0.48,1.02,0.5,0.2,0.06,0.77,0.0,0.01,0.34,0.48,0.0,21,69,1,0.9999999994354436
1504,0.98,1,0.0,0.0,0.67,0.0,0.8,0.65,0.96,1.14,0.3,0.0,0.06,0.92,0.0,0.0,0.74,0.6,0.0,21,70,1,0.9999999999996483
1505,0.98,1,0.0,0.0,0.72,0.0,0.91,1.1,1.23,1.52,0.69,0.22,0.0,1.16,0.0,0.0,1.16,0.37,0.0,21,71,1,1.0
1506,0.98,1,0.0,0.0,1.11,0.0,1.16,1.61,1.53,1.83,0.99,0.75,0.0,0.96,0.0,0.0,1.69,0.21,0.02,21,72,1,1.0
1507,0.98,1,0.0,0.0,1.18,0.0,1.29,1.61,1.56,1.93,1.15,1.09,0.09,0.81,0.0,0.0,2.08,0.09,0.02,21,73,1,1.0
1508,0.98,1,0.0,0.0,1.42,0.0,1.44,1.64,1.56,1.83,1.16,1.19,0.21,0.53,0.0,0.0,2.19,0.09,0.02,21,74,1,1.0
1509,0.98,1,0.0,0.0,1.47,0.0,1.52,1.28,1.41,1.65,1.17,0.83,0.21,0.44,0.0,0.0,2.14,0.0,0.0,21,75,1,1.0
1510,0.98,1,0.0,0.0,1.44,0.0,1.54,1.19,1.4,1.79,1.15,0.85,0.12,0.31,0.0,0.0,2.02,0.0,0.0,21,76,1,1.0
1511,0.98,1,0.0,0.0,1.44,0.0,1.57,1.15,1.59,2.04,1.1,0.92,0.01,0.34,0.0,0.0,2.08,0.0,0.0,21,77,1,1.0
1512,0.98,1,0.0,0.0,1.25,0.0,1.46,1.17,1.57,1.86,1.19,1.17,0.01,0.25,0.0,0.0,1.75,0.0,0.05,21,78,1,1.0
1513,0.88,1,0.0,0.0,1.4,0.0,1.5,0.92,1.6,1.84,1.11,1.26,0.19,0.39,0.25,0.0,1.95,0.0,0.05,21,79,1,1.0
1514,0.98,1,0.0,0.0,1.54,0.0,1.55,0.89,1.48,1.64,1.03,1.36,0.27,0.42,0.63,0.0,1.99,0.2,0.05,21,80,1,1.0
1515,0.98,1,0.0,0.0,1.59,0.0,1.61,0.92,1.62,1.7,0.77,1.16,0.42,0.6,0.86,0.0,2.47,0.38,0.0,21,81,1,1.0
1516,0.98,1,0.0,0.0,1.47,0.0,1.56,0.87,1.5,1.57,0.73,0.77,0.34,0.62,0.87,0.0,2.31,0.62,0.0,21,82,1,1.0
1517,0.98,1,0.0,0.0,1.39,0.0,1.49,0.73,1.4,1.57,0.71,0.3,0.34,0.73,0.49,0.0,1.7,0.42,0.0,21,83,1,1.0
1518,0.98,1,0.0,0.0,1.44,0.0,1.49,0.87,1.39,1.73,0.74,0.18,0.2,0.8,0.27,0.0,1.07,0.25,0.0,21,84,1,1.0
1519,0.98,1,0.0,0.0,1.46,0.0,1.47,1.04,1.43,1.76,0.71,0.13,0.15,0.83,0.04,0.0,0.48,0.0,0.0,21,85,1,0.9999999999999956
1520,0.98,1,0.0,0.0,1.61,0.0,1.51,1.17,1.39,1.82,0.75,0.19,0.05,0.76,0.09,0.0,0.74,0.0,0.06,21,86,1,1.0
1521,0.98,1,0.0,0.0,1.45,0.0,1.6,0.9,1.27,1.82,0.9,0.09,0.08,0.6,0.08,0.0,0.93,0.0,0.06,21,87,1,0.9999999999999742
1522,0.98,1,0.0,0.0,1.51,0.0,1.83,1.05,1.27,1.86,1.21,0.47,0.04,0.51,0.06,0.0,1.04,0.0,0.06,21,88,1,0.9999999999955573
1523,0.98,1,0.0,0.0,0.9,0.0,1.42,0.64,0.87,1.3,1.18,0.41,0.04,0.23,0.13,0.44,0.56,0.19,0.0,21,89,1,0.9999999999999343
1524,0.98,1,0.0,0.0,0.87,0.0,1.58,0.66,0.89,1.52,1.39,0.66,0.0,0.18,0.13,0.44,0.69,0.19,0.0,21,90,1,0.9999999999999618
1525,0.98,1,0.0,0.0,0.68,0.0,1.64,0.69,0.84,1.59,1.37,0.57,0.0,0.11,0.12,0.44,0.85,0.19,0.0,21,91,1,0.9999999999997371
1526,0.98,1,0.0,0.0,0.97,0.0,2.24,0.87,1.35,2.23,1.64,1.02,0.0,0.27,0.0,0.0,1.21,0.0,0.0,21,92,1,1.0
1527,0.98,1,0.0,0.0,1.06,0.0,2.25,1.17,1.51,2.27,1.59,1.18,0.07,0.44,0.0,0.02,1.2,0.02,0.0,21,93,1,1.0
1528,0.98,1,0.0,0.0,1.09,0.0,2.24,1.47,1.64,2.41,1.67,1.2,0.18,0.47,0.0,0.03,1.1,0.02,0.0,21,94,1,1.0
1529,0.98,1,0.0,0.0,1.3,0.0,2.25,1.88,1.64,2.38,1.75,1.12,0.25,0.36,0.02,0.08,1.26,0.08,0.0,21,95,1,1.0
1530,0.98,1,0.0,0.0,1.37,0.0,2.26,2.03,1.59,2.27,1.82,1.06,0.25,0.21,0.02,0.12,1.31,0.07,0.0,21,96,1,1.0
1531,0.98,1,0.0,0.0,1.46,0.0,2.29,1.8,1.52,2.22,1.82,1.03,0.16,0.2,0.03,0.13,1.42,0.18,0.0,21,97,1,1.0
1532,0.98,1,0.0,0.0,1.36,0.0,2.28,1.69,1.42,2.34,1.84,1.02,0.23,0.16,0.01,0.08,1.4,0.12,0.0,21,98,1,1.0
1533,0.98,1,0.0,0.0,1.13,0.0,2.32,1.26,1.17,2.39,1.86,1.03,0.28,0.13,0.01,0.03,1.43,0.3,0.0,21,99,1,1.0
1534,0.98,1,0.11,0.16,0.66,0.08,1.72,0.76,0.69,1.71,1.71,0.79,0.26,0.05,0.0,0.15,1.02,0.2,0.0,21,100,2,0.9998625456674161
1535,0.98,1,0.11,0.16,0.26,0.08,1.48,0.37,0.32,1.45,1.72,0.74,0.3,0.05,0.07,0.15,0.89,0.41,0.36,21,101,8,0.9924439419713087
1536,0.98,1,0.11,0.16,0.01,0.08,1.17,0.22,0.17,1.25,1.71,0.77,0.33,0.01,0.14,0.15,0.7,0.48,0.7,21,102,8,0.999999995791768
1537,0.98,1,0.0,0.0,0.01,0.0,1.51,0.24,0.17,1.69,1.97,1.04,0.53,0.03,0.14,0.0,0.91,0.55,1.13,21,103,1,0.8901134025040257
1538,0.98,1,0.0,0.0,0.01,0.0,1.56,0.13,0.13,1.56,2.06,1.03,0.34,0.04,0.07,0.1,0.75,0.34,0.96,21,104,1,0.9999999999946572
1539,0.93,1,0.0,0.0,0.01,0.0,1.65,0.18,0.0,1.3,2.13,0.87,0.3,0.05,0.0,0.21,0.41,0.07,0.67,21,105,1,0.9995803043843016
1540,0.98,1,0.0,0.0,0.01,0.0,1.73,0.16,0.0,1.02,2.17,0.99,0.23,0.02,0.0,0.24,0.27,0.0,0.24,21,106,1,0.9993839197392905
1541,0.98,1,0.0,0.0,0.01,0.0,1.82,0.16,0.0,0.87,2.22,1.13,0.38,0.02,0.0,0.17,0.12,0.0,0.06,21,107,1,0.9999658289351601
1542,0.98,1,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.79,2.34,1.36,0.33,0.06,0.0,0.13,0.15,0.0,0.0,21,108,1,0.9999153827065023
1543,0.93,1,0.07,0.0,0.0,0.03,1.64,0.0,0.0,0.87,2.39,1.28,0.2,0.06,0.0,0.17,0.22,0.0,0.0,21,109,5,0.9998760187343487
1544,0.93,1,0.1,0.0,0.0,0.03,1.5,0.0,0.0,0.96,2.42,1.26,0.05,0.06,0.0,0.25,0.18,0.0,0.0,21,110,5,0.9999047041979137
1545,0.98,1,0.1,0.0,0.0,0.27,1.07,0.09,0.05,1.15,1.7,0.83,0.04,0.1,0.0,0.2,0.55,0.0,0.0,21,111,8,0.9512339171140497
1546,0.88,1,0.14,0.1,0.0,0.32,0.7,0.09,0.05,0.93,1.34,0.52,0.03,0.27,0.0,0.38,0.4,0.0,0.0,21,112,6,0.9708477642908282
1547,0.98,1,0.11,0.1,0.0,0.32,0.83,0.24,0.05,0.88,1.32,0.57,0.12,0.27,0.0,0.41,0.42,0.0,0.04,21,113,6,0.9658297112268092
1548,0.98,1,0.11,0.1,0.0,0.08,1.35,0.25,0.0,0.73,1.99,0.99,0.18,0.16,0.0,0.63,0.07,0.0,0.05,21,114,5,0.9999701624781314
1549,0.98,1,0.0,0.0,0.0,0.0,1.83,0.46,0.0,0.91,2.32,1.33,0.18,0.06,0.0,0.54,0.08,0.0,0.19,21,115,1,0.9992626741283499
1550,0.98,1,0.0,0.0,0.0,0.0,1.84,0.51,0.0,0.91,2.33,1.14,0.09,0.06,0.0,0.64,0.06,0.0,0.28,21,116,1,0.9992831161666078
1551,0.98,1,0.0,0.0,0.0,0.0,1.56,0.58,0.0,0.77,2.21,0.83,0.0,0.29,0.09,0.43,0.01,0.0,0.5,21,117,1,0.9970842363410426
1552,0.98,1,0.0,0.0,0.0,0.0,1.27,0.38,0.0,0.6,2.05,0.71,0.0,0.42,0.09,0.25,0.0,0.0,0.76,21,118,1,0.9975813485658439
1553,0.93,1,0.0,0.0,0.01,0.0,1.03,0.17,0.0,0.4,1.9,0.74,0.0,0.6,0.08,0.0,0.0,0.0,1.06,21,119,1,0.51198335450186
1554,0.93,1,0.0,0.0,0.01,0.0,0.95,0.42,0.0,0.24,1.81,0.74,0.0,0.83,0.0,0.0,0.0,0.0,1.32,21,120,7,0.9975002644490819
1555,0.93,1,0.0,0.0,0.01,0.0,1.02,0.99,0.0,0.56,1.8,0.87,0.0,1.0,0.12,0.0,0.56,0.33,1.29,21,121,7,0.9964466225883952
1556,0.98,1,0.0,0.0,0.0,0.0,0.99,1.44,0.0,0.75,1.77,0.85,0.0,1.0,0.12,0.0,0.97,0.73,1.25,21,122,7,0.9899585721205207
1557,0.98,1,0.1,0.0,0.0,0.11,0.86,1.02,0.0,0.84,1.66,0.82,0.0,0.7,0.12,0.22,0.97,0.73,0.76,21,123,5,0.9999997433534322
1558,0.98,1,0.1,0.0,0.0,0.11,0.69,0.47,0.0,0.65,1.66,0.58,0.0,0.61,0.25,0.22,0.79,0.56,0.86,21,124,5,0.9999999962249089
1559,0.93,1,0.13,0.02,0.0,0.11,0.49,0.02,0.0,0.59,1.52,0.42,0.0,0.56,0.25,0.43,0.38,0.16,0.47,21,125,5,0.9999684775107143
1560,0.98,1,0.23,0.02,0.0,0.14,0.54,0.02,0.0,0.88,1.64,0.61,0.0,0.43,0.25,0.37,0.38,0.16,0.47,21,126,5,0.9998774494989446
1561,0.98,1,0.4,0.07,0.0,0.18,0.6,0.0,0.0,1.17,1.75,0.74,0.0,0.14,0.01,0.42,0.0,0.0,0.0,21,127,5,0.999746069158895
1562,0.98,1,0.4,0.06,0.0,0.18,0.8,0.0,0.0,1.46,2.07,0.79,0.0,0.02,0.01,0.28,0.0,0.0,0.0,21,128,5,0.9999562244084333
1563,0.98,1,0.26,0.06,0.0,0.06,0.99,0.0,0.0,1.65,2.25,0.74,0.0,0.0,0.01,0.18,0.0,0.0,0.0,21,129,5,0.9999498794999518
1564,0.98,1,0.1,0.1,0.0,0.03,1.07,0.0,0.0,1.72,2.33,0.62,0.0,0.0,0.0,0.14,0.0,0.0,0.0,21,130,5,0.999937104853033
1565,0.98,1,0.07,0.1,0.0,0.03,1.21,0.18,0.0,1.88,2.38,0.84,0.0,0.0,0.01,0.07,0.11,0.02,0.14,21,131,5,0.999725687772041
1566,0.98,1,0.14,0.1,0.0,0.0,1.35,0.18,0.0,2.01,2.49,1.07,0.0,0.0,0.13,0.0,0.22,0.02,0.45,21,132,5,0.9815330520861453
1567,0.98,1,0.14,0.0,0.0,0.0,1.12,0.19,0.0,1.76,1.98,0.88,0.0,0.1,0.13,0.0,0.38,0.07,0.45,21,133,1,0.9502113673568175
1568,0.98,1,0.14,0.0,0.0,0.16,1.03,0.01,0.0,1.55,1.95,0.73,0.0,0.1,0.12,0.14,0.55,0.07,0.46,21,134,5,0.9996240628932862
1569,0.98,1,0.04,0.0,0.0,0.16,1.02,0.01,0.0,1.51,1.99,0.71,0.0,0.1,0.0,0.14,0.69,0.09,0.51,21,135,5,0.9997266688634355
1570,0.98,1,0.04,0.02,0.0,0.16,1.38,0.08,0.0,1.95,2.64,1.16,0.0,0.0,0.0,0.14,0.78,0.12,0.8,21,136,5,0.9999989733859311
1571,0.98,1,0.04,0.02,0.0,0.0,1.55,0.08,0.0,2.17,2.73,1.39,0.0,0.0,0.0,0.0,0.78,0.32,1.04,21,137,7,0.7069501066153339
1572,0.98,1,0.0,0.02,0.0,0.0,1.64,0.11,0.05,2.27,2.66,1.46,0.0,0.0,0.0,0.0,0.81,0.4,0.93,21,138,7,0.9999997484098669
1573,0.98,1,0.0,0.0,0.0,0.01,1.67,0.04,0.05,2.18,2.57,1.42,0.0,0.0,0.0,0.0,0.84,0.32,0.97,21,139,7,0.999999955845361
1574,0.98,1,0.0,0.0,0.0,0.02,1.66,0.04,0.05,2.15,2.53,1.36,0.06,0.0,0.0,0.0,0.85,0.1,0.91,21,140,7,0.9999996731393869
1575,0.98,1,0.0,0.0,0.0,0.02,1.7,0.06,0.0,2.04,2.56,1.3,0.16,0.0,0.0,0.04,0.91,0.22,0.84,21,141,5,0.9999997090859297
1576,0.98,1,0.0,0.0,0.0,0.01,1.81,0.51,0.0,1.98,2.57,1.35,0.19,0.0,0.0,0.08,1.07,0.32,0.77,21,142,5,0.9999996554839078
1577,0.98,1,0.0,0.0,0.03,0.0,1.88,0.86,0.0,1.91,2.58,1.33,0.13,0.0,0.0,0.14,1.12,0.55,0.54,21,143,1,0.9801624878311287
1578,0.98,1,0.0,0.0,0.03,0.0,1.27,0.82,0.0,1.25,1.7,0.88,0.03,0.0,0.0,0.11,0.78,0.33,0.37,21,144,1,0.9937511398848254
1580,0.98,1,0.0,0.0,0.0,0.0,1.13,0.38,0.0,1.05,1.68,0.88,0.0,0.0,0.0,0.09,0.79,0.49,0.36,21,146,1,0.9957196377935141
1581,0.98,1,0.0,0.0,0.0,0.0,1.74,0.55,0.0,1.56,2.57,1.27,0.0,0.0,0.0,0.16,1.02,0.56,0.36,21,147,1,0.9857897487762872
1582,0.98,1,0.0,0.0,0.0,0.0,1.8,0.5,0.0,1.48,2.67,1.24,0.0,0.0,0.0,0.28,0.61,0.33,0.2,21,148,1,0.9869594634585808
1583,0.98,1,0.0,0.0,0.0,0.0,1.81,0.32,0.0,1.39,2.69,1.28,0.0,0.0,0.0,0.44,0.3,0.07,0.0,21,149,1,0.9971331551317211
1584,0.98,1,0.0,0.0,0.0,0.0,1.8,0.21,0.0,1.32,2.66,1.4,0.0,0.0,0.0,0.56,0.07,0.0,0.05,21,150,1,0.9991456341825945
1585,0.98,1,0.0,0.0,0.0,0.0,1.79,0.18,0.0,1.28,2.6,1.45,0.0,0.0,0.0,0.61,0.06,0.0,0.13,21,151,1,0.9992767110786707
1586,0.98,1,0.0,0.0,0.0,0.0,1.76,0.16,0.0,1.26,2.57,1.41,0.0,0.0,0.0,0.6,0.07,0.0,0.14,21,152,1,0.9991632946615495
1587,0.98,1,0.0,0.0,0.0,0.0,1.66,0.24,0.0,1.24,2.57,1.24,0.0,0.0,0.0,0.45,0.11,0.0,0.09,21,153,1,0.9976880014465208
