, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r,video,frame,GMM,GMM_probs
159,0.98,1,0.05,0.18,0.85,0.0,0.0,0.0,0.04,0.65,0.0,0.0,0.0,0.37,0.11,0.0,0.45,0.69,0.0,5,34,0,0.9999882055310254
160,0.98,1,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.28,0.0,0.0,0.44,0.56,0.0,5,35,0,0.9997516283136201
161,0.98,1,0.0,0.0,1.08,0.0,0.0,0.11,0.01,0.43,0.0,0.0,0.0,0.28,0.0,0.0,0.31,0.55,0.0,5,36,0,0.9995393519169683
162,0.98,1,0.02,0.0,1.18,0.0,0.0,0.11,0.02,0.52,0.0,0.0,0.0,0.23,0.0,0.0,0.25,0.67,0.0,5,37,0,0.9982545018453262
163,0.98,1,0.07,0.0,1.29,0.0,0.0,0.11,0.06,0.66,0.0,0.0,0.0,0.08,0.0,0.0,0.2,0.75,0.0,5,38,0,0.9865842737072773
164,0.98,1,0.11,0.0,1.37,0.0,0.0,0.12,0.11,0.68,0.0,0.0,0.01,0.05,0.0,0.0,0.2,0.59,0.0,5,39,0,0.9874385242817468
165,0.98,1,0.09,0.0,1.34,0.0,0.0,0.19,0.14,0.6,0.0,0.0,0.01,0.18,0.0,0.0,0.08,0.48,0.0,5,40,0,0.9925278001456471
166,0.98,1,0.05,0.0,1.29,0.0,0.0,0.27,0.15,0.4,0.0,0.0,0.01,0.21,0.0,0.0,0.01,0.4,0.0,5,41,0,0.9989580074534367
167,0.98,1,0.06,0.0,1.15,0.0,0.0,0.15,0.1,0.41,0.0,0.0,0.13,0.16,0.0,0.0,0.07,0.74,0.31,5,42,0,0.9997450057582633
168,0.98,1,0.07,0.15,0.94,0.0,0.0,0.08,0.1,0.61,0.0,0.0,0.13,0.32,0.0,0.0,0.09,0.91,0.31,5,43,0,0.9999947923163035
169,0.98,1,0.07,0.15,0.86,0.0,0.0,0.0,0.05,0.74,0.0,0.0,0.19,0.28,0.0,0.0,0.11,1.06,0.63,5,44,0,0.999982100421271
170,0.98,1,0.34,0.35,0.72,0.0,0.0,0.0,0.05,0.73,0.0,0.0,0.19,0.39,0.0,0.0,0.18,0.71,0.62,5,45,0,0.9981931351139165
171,0.93,1,0.45,0.21,0.83,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.41,0.3,0.15,0.0,0.31,0.45,0.92,5,46,0,0.9996858537681413
172,0.98,1,0.55,0.21,0.8,0.0,0.0,0.0,0.08,0.6,0.0,0.0,0.35,0.45,0.15,0.0,0.57,0.52,0.73,5,47,0,0.9998084081676311
173,0.98,1,0.22,0.0,0.76,0.0,0.0,0.06,0.08,0.59,0.0,0.0,0.3,0.55,0.15,0.0,0.65,0.95,0.62,5,48,0,0.9999598962097846
174,0.98,1,0.1,0.0,0.58,0.0,0.0,0.1,0.08,0.54,0.0,0.0,0.13,0.56,0.0,0.0,0.69,1.29,0.48,5,49,0,0.9992360008450724
175,0.98,1,0.09,0.0,0.48,0.0,0.0,0.1,0.0,0.51,0.0,0.0,0.19,0.56,0.0,0.0,0.56,1.14,0.44,5,50,0,0.9990471289078036
176,0.98,1,0.15,0.0,0.47,0.0,0.0,0.04,0.0,0.43,0.0,0.0,0.19,0.48,0.0,0.0,0.43,0.78,0.28,5,51,0,0.9996625969454271
177,0.98,1,0.15,0.0,0.4,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.26,0.41,0.0,0.01,0.32,0.51,0.12,5,52,0,0.9998398669704884
178,0.98,1,0.06,0.0,0.2,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.24,0.4,0.01,0.05,0.19,0.45,0.02,5,53,0,0.9998434906947559
179,0.98,1,0.2,0.28,0.22,0.0,0.0,0.0,0.0,0.44,0.04,0.0,0.18,0.53,0.16,0.05,0.11,0.46,0.0,5,54,0,0.9999685600860582
180,0.98,1,0.2,0.28,0.15,0.0,0.0,0.0,0.0,0.42,0.04,0.0,0.1,0.52,0.16,0.07,0.1,0.46,0.0,5,55,0,0.9999646434682279
181,0.98,1,0.2,0.28,0.15,0.0,0.0,0.0,0.0,0.45,0.04,0.0,0.11,0.54,0.14,0.02,0.12,0.35,0.0,5,56,0,0.999975684241293
182,0.98,1,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.13,0.41,0.03,0.04,0.12,0.32,0.0,5,57,0,0.9995516490649812
183,0.98,1,0.0,0.0,0.05,0.0,0.0,0.0,0.03,0.2,0.0,0.0,0.1,0.45,0.08,0.04,0.06,0.25,0.0,5,58,0,0.9999298768848666
184,0.98,1,0.0,0.0,0.12,0.01,0.0,0.06,0.07,0.26,0.0,0.0,0.05,0.4,0.08,0.17,0.07,0.34,0.0,5,59,0,0.9999511422723133
185,0.98,1,0.0,0.0,0.22,0.02,0.0,0.06,0.13,0.35,0.0,0.0,0.0,0.39,0.12,0.27,0.1,0.42,0.0,5,60,0,0.999999834396323
186,0.98,1,0.07,0.0,0.34,0.02,0.0,0.06,0.15,0.26,0.0,0.0,0.0,0.27,0.07,0.26,0.14,0.44,0.0,5,61,0,0.9999999706721465
187,0.98,1,0.09,0.0,0.49,0.02,0.0,0.0,0.11,0.22,0.0,0.0,0.0,0.19,0.07,0.13,0.13,0.41,0.0,5,62,0,0.9999991982787203
188,0.98,1,0.09,0.0,0.64,0.0,0.0,0.0,0.05,0.09,0.0,0.0,0.0,0.11,0.0,0.08,0.09,0.51,0.0,5,63,0,0.9998851319041799
189,0.98,1,0.02,0.0,0.67,0.08,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.19,0.0,0.13,0.06,0.57,0.0,5,64,0,0.9999787616112892
190,0.98,1,0.14,0.22,0.53,0.08,0.0,0.0,0.0,0.38,0.02,0.0,0.0,0.3,0.24,0.13,0.04,0.75,0.0,5,65,0,0.9999633163041916
191,0.98,1,0.14,0.22,0.42,0.08,0.0,0.0,0.0,0.38,0.02,0.0,0.0,0.32,0.24,0.14,0.05,0.69,0.0,5,66,0,0.9999680073402081
192,0.98,1,0.14,0.22,0.34,0.0,0.0,0.0,0.0,0.45,0.02,0.0,0.0,0.28,0.24,0.16,0.05,0.71,0.0,5,67,0,0.999967087225046
193,0.98,1,0.0,0.0,0.37,0.02,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.28,0.0,0.22,0.01,0.56,0.0,5,68,0,0.9999238202613432
194,0.98,1,0.0,0.0,0.39,0.02,0.0,0.03,0.0,0.08,0.0,0.0,0.0,0.39,0.0,0.23,0.0,0.53,0.0,5,69,0,0.9998758706842314
195,0.98,1,0.0,0.0,0.48,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.49,0.0,0.19,0.07,0.44,0.0,5,70,0,0.9992451888417736
196,0.98,1,0.0,0.0,0.52,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.53,0.0,0.17,0.07,0.4,0.0,5,71,0,0.9995036063409677
197,0.98,1,0.0,0.0,0.54,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.45,0.0,0.13,0.07,0.35,0.0,5,72,0,0.999576048524004
198,0.98,1,0.0,0.0,0.57,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.2,0.01,0.38,0.0,5,73,0,0.9999997834657414
199,0.98,1,0.0,0.0,0.59,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.27,0.04,0.48,0.0,5,74,0,0.9944311732792532
200,0.98,1,0.0,0.0,0.51,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.32,0.0,0.35,0.1,0.6,0.0,5,75,0,0.9998400844376033
201,0.98,1,0.16,0.26,0.45,0.34,0.0,0.0,0.0,0.32,0.02,0.0,0.07,0.46,0.16,0.26,0.09,0.43,0.0,5,76,0,0.9999613099828751
202,0.98,1,0.16,0.26,0.39,0.2,0.0,0.01,0.0,0.32,0.02,0.0,0.09,0.5,0.16,0.29,0.1,0.46,0.0,5,77,0,0.9997256054566986
203,0.98,1,0.16,0.26,0.36,0.18,0.0,0.01,0.0,0.32,0.02,0.0,0.12,0.52,0.16,0.3,0.04,0.44,0.0,5,78,0,0.9996432262691387
204,0.98,1,0.0,0.0,0.38,0.23,0.0,0.01,0.0,0.0,0.0,0.0,0.07,0.27,0.0,0.43,0.17,0.71,0.0,5,79,0,0.9999940213783117
205,0.98,1,0.0,0.0,0.42,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.21,0.0,0.32,0.19,0.74,0.0,5,80,0,0.9999986689217527
206,0.98,1,0.01,0.0,0.56,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.2,0.26,0.86,0.0,5,81,0,0.999999619418046
207,0.98,1,0.01,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.27,0.0,0.11,0.16,0.79,0.0,5,82,0,0.9999249421352591
208,0.98,1,0.01,0.0,0.64,0.09,0.0,0.0,0.0,0.01,0.0,0.0,0.07,0.27,0.0,0.14,0.1,0.68,0.0,5,83,0,0.999997539133724
209,0.98,1,0.0,0.0,0.57,0.15,0.0,0.0,0.0,0.01,0.0,0.0,0.07,0.35,0.0,0.18,0.08,0.5,0.0,5,84,0,0.9999687446830613
210,0.98,1,0.0,0.0,0.54,0.15,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.37,0.0,0.21,0.06,0.39,0.0,5,85,0,0.9994912835680356
211,0.98,1,0.0,0.0,0.53,0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.56,0.02,0.34,0.06,0.59,0.0,5,86,0,0.9998142639119375
212,0.98,1,0.12,0.0,0.43,0.01,0.0,0.0,0.0,0.35,0.0,0.0,0.08,0.64,0.08,0.26,0.01,0.45,0.0,5,87,0,0.9999323494672242
213,0.98,1,0.12,0.0,0.43,0.03,0.0,0.0,0.0,0.29,0.0,0.0,0.08,0.75,0.08,0.37,0.0,0.64,0.0,5,88,0,0.9999108804261694
214,0.98,1,0.12,0.0,0.38,0.07,0.0,0.0,0.0,0.32,0.0,0.0,0.08,0.67,0.06,0.38,0.0,0.7,0.0,5,89,0,0.9999385104747129
215,0.98,1,0.0,0.0,0.52,0.16,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.63,0.0,0.51,0.0,1.03,0.0,5,90,0,0.9999800355370811
216,0.98,1,0.0,0.0,0.59,0.13,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.61,0.0,0.4,0.0,0.98,0.0,5,91,0,0.9999935722312836
217,0.98,1,0.0,0.0,0.58,0.1,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.58,0.02,0.29,0.0,0.66,0.0,5,92,0,0.9999851009437765
218,0.98,1,0.0,0.0,0.56,0.1,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.6,0.14,0.21,0.0,0.44,0.0,5,93,0,0.9997810940734316
219,0.98,1,0.0,0.0,0.61,0.17,0.0,0.0,0.0,0.1,0.0,0.0,0.01,0.68,0.17,0.17,0.0,0.19,0.0,5,94,0,0.9997274768977021
220,0.98,1,0.0,0.0,0.61,0.16,0.0,0.0,0.0,0.04,0.0,0.0,0.01,0.74,0.48,0.09,0.0,0.11,0.0,5,95,0,0.9999867373154984
221,0.98,1,0.01,0.01,0.53,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.6,0.49,0.04,0.0,0.0,0.23,5,96,0,0.9999695720463887
222,0.93,1,0.03,0.01,0.22,0.12,0.0,0.0,0.0,0.1,0.0,0.0,0.01,0.44,0.65,0.0,0.0,0.0,0.3,5,97,0,0.9894133404023118
223,0.98,1,0.2,0.15,0.32,0.12,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.43,0.32,0.0,0.0,0.01,0.3,5,98,0,0.9999978693045255
224,0.98,1,0.19,0.14,0.24,0.0,0.0,0.0,0.0,0.31,0.01,0.0,0.0,0.53,0.4,0.0,0.0,0.01,0.18,5,99,0,0.9998413170455802
225,0.98,1,0.2,0.44,0.31,0.0,0.0,0.0,0.0,0.21,0.03,0.0,0.17,0.42,0.31,0.0,0.01,0.01,0.34,5,100,0,0.9994335582709026
226,0.98,1,0.23,0.7,0.22,0.0,0.0,0.0,0.0,0.04,0.03,0.0,0.17,0.32,0.37,0.0,0.14,0.0,0.63,5,101,3,0.8448771435855396
227,0.98,1,0.45,1.05,0.22,0.0,0.0,0.0,0.02,0.13,0.05,0.0,0.19,0.26,0.15,0.0,0.2,0.0,0.82,5,102,3,0.9960416025770422
228,0.98,1,0.62,1.08,0.23,0.0,0.0,0.0,0.02,0.19,0.04,0.0,0.02,0.4,0.07,0.0,0.19,0.06,0.71,5,103,3,0.9918630746068408
229,0.93,1,0.55,1.0,0.15,0.0,0.0,0.0,0.02,0.3,0.04,0.0,0.02,0.41,0.02,0.0,0.06,0.18,0.47,5,104,3,0.9699279690920176
230,0.93,1,0.65,0.94,0.15,0.0,0.0,0.0,0.0,0.17,0.01,0.0,0.12,0.63,0.02,0.09,0.0,0.18,0.24,5,105,3,0.9810533312140768
231,0.98,1,0.72,0.9,0.07,0.0,0.0,0.0,0.0,0.14,0.01,0.0,0.17,0.71,0.12,0.26,0.0,0.13,0.36,5,106,3,0.9020413547303058
232,0.98,1,0.81,0.57,0.0,0.06,0.0,0.0,0.0,0.03,0.01,0.0,0.32,1.05,0.21,0.49,0.0,0.0,0.55,5,107,5,0.985840396720157
233,0.98,1,0.6,0.43,0.15,0.06,0.0,0.0,0.0,0.05,0.0,0.0,0.31,0.73,0.4,0.4,0.08,0.14,0.5,5,108,9,0.993026233011436
234,0.98,1,0.61,0.14,0.15,0.06,0.19,0.0,0.0,0.05,0.17,0.0,0.41,0.8,0.29,0.23,0.45,0.19,0.28,5,109,5,0.9871436211162092
236,0.98,1,0.28,0.0,0.61,0.0,0.19,0.48,0.13,0.25,0.17,0.0,0.21,0.33,0.15,0.0,0.5,0.05,0.03,5,111,1,0.7517765988786119
237,0.98,1,0.0,0.0,0.87,0.0,0.0,0.68,0.13,0.39,0.0,0.0,0.15,0.06,0.15,0.0,0.13,0.0,0.03,5,112,0,0.9964838552165243
238,0.98,1,0.0,0.0,0.56,0.0,0.0,0.57,0.14,0.42,0.0,0.0,0.08,0.06,0.09,0.09,0.08,0.0,0.03,5,113,0,0.997805209641872
239,0.98,1,0.0,0.0,0.38,0.0,0.0,0.26,0.06,0.46,0.0,0.0,0.28,0.06,0.12,0.09,0.0,0.0,0.14,5,114,0,0.9998049362650978
240,0.98,1,0.0,0.0,0.26,0.0,0.0,0.14,0.13,0.43,0.0,0.0,0.41,0.0,0.22,0.09,0.01,0.0,0.38,5,115,0,0.9998977123259222
241,0.98,1,0.08,0.04,0.3,0.0,0.0,0.14,0.13,0.47,0.0,0.0,0.56,0.0,0.15,0.0,0.07,0.0,0.53,5,116,0,0.9999979661153755
242,0.98,1,0.12,0.04,0.25,0.0,0.0,0.1,0.09,0.63,0.0,0.0,0.36,0.0,0.11,0.0,0.18,0.0,0.69,5,117,0,0.9999545973693489
243,0.93,1,0.2,0.04,0.11,0.0,0.0,0.14,0.0,0.79,0.0,0.0,0.19,0.03,0.02,0.0,0.39,0.0,0.96,5,118,0,0.9987331772574984
244,0.93,1,0.17,0.0,0.33,0.0,0.0,0.25,0.19,0.71,0.0,0.0,0.12,0.03,0.0,0.0,0.59,0.0,1.24,5,119,0,0.9994369161878011
245,0.98,1,0.13,0.0,0.77,0.0,0.0,0.31,0.56,0.34,0.0,0.0,0.23,0.0,0.0,0.0,0.77,0.0,1.3,5,120,7,0.9014881975815043
246,0.98,1,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.79,1.04,0.0,0.0,0.62,0.21,0.0,4,1,0,0.9939396856804676
247,0.93,1,0.25,0.0,0.54,0.0,0.0,0.04,0.0,0.19,0.0,0.0,0.33,0.53,0.57,0.0,0.94,0.13,0.17,4,2,0,0.999992208678753
248,0.98,1,0.27,0.0,0.55,0.0,0.0,0.13,0.0,0.08,0.0,0.0,0.11,0.35,0.78,0.17,1.19,0.26,0.17,4,3,0,0.9999503876647593
249,0.98,1,0.16,0.01,0.61,0.0,0.0,0.24,0.0,0.13,0.0,0.0,0.17,0.49,0.29,0.39,1.33,0.33,0.0,4,4,0,0.9999928271483218
250,0.98,1,0.16,0.09,0.64,0.0,0.0,0.2,0.0,0.36,0.0,0.0,0.15,0.39,0.39,0.41,1.42,0.37,0.0,4,5,0,0.9999945307335643
251,0.98,1,0.18,0.2,0.64,0.0,0.0,0.11,0.0,0.66,0.0,0.0,0.11,0.38,0.29,0.24,1.47,0.17,0.0,4,6,0,0.999999617080571
252,0.98,1,0.16,0.19,0.6,0.0,0.0,0.0,0.03,0.85,0.0,0.0,0.11,0.24,0.23,0.03,1.55,0.06,0.0,4,7,0,0.9999999999972911
253,0.98,1,0.07,0.11,0.41,0.0,0.0,0.0,0.03,0.96,0.02,0.0,0.06,0.23,0.33,0.0,1.6,0.21,0.0,4,8,0,0.999994915657617
254,0.98,1,0.04,0.0,0.19,0.0,0.0,0.0,0.03,0.97,0.04,0.0,0.1,0.12,0.42,0.08,1.71,0.36,0.0,4,9,0,0.999912590172689
255,0.98,1,0.03,0.0,0.08,0.0,0.0,0.05,0.0,1.16,0.05,0.0,0.14,0.28,0.68,0.08,1.8,0.44,0.0,4,10,0,0.998933613024957
256,0.98,1,0.08,0.0,0.3,0.03,0.0,0.05,0.05,1.21,0.03,0.0,0.32,0.26,0.63,0.07,1.98,0.34,0.0,4,11,0,0.9999999999170059
257,0.98,1,0.2,0.0,0.39,0.03,0.0,0.05,0.05,0.86,0.01,0.0,0.28,0.36,0.84,0.0,1.56,0.2,0.11,4,12,0,0.999639552993298
258,0.93,1,0.2,0.0,0.45,0.03,0.0,0.08,0.05,0.65,0.04,0.0,0.29,0.36,0.55,0.0,1.71,0.12,0.11,4,13,0,0.9999970701556581
259,0.93,1,0.13,0.0,0.39,0.0,0.0,0.08,0.07,0.52,0.04,0.0,0.39,0.43,0.39,0.0,1.38,0.0,0.11,4,14,0,0.9999843169833892
260,0.98,1,0.0,0.0,0.5,0.0,0.0,0.08,0.13,0.81,0.04,0.0,0.55,0.37,0.0,0.0,1.58,0.0,0.0,4,15,0,0.9995064568155129
261,0.98,1,0.0,0.0,0.53,0.0,0.0,0.09,0.18,0.81,0.0,0.0,0.59,0.43,0.0,0.07,1.24,0.0,0.0,4,16,0,0.9957811646215441
262,0.98,1,0.0,0.0,0.55,0.0,0.0,0.15,0.11,0.61,0.0,0.0,0.31,0.39,0.0,0.07,1.1,0.0,0.0,4,17,0,0.9998077968948291
263,0.98,1,0.08,0.02,0.48,0.0,0.0,0.27,0.05,0.46,0.0,0.0,0.19,0.32,0.0,0.07,1.21,0.0,0.0,4,18,0,0.9999999999960849
264,0.98,1,0.08,0.02,0.53,0.0,0.0,0.44,0.0,0.53,0.01,0.0,0.18,0.33,0.0,0.02,1.29,0.12,0.0,4,19,0,0.9999996374543461
265,0.98,1,0.08,0.02,0.56,0.0,0.0,0.5,0.0,0.69,0.04,0.0,0.27,0.45,0.0,0.04,1.44,0.25,0.0,4,20,0,0.9999995796843435
266,0.98,1,0.0,0.0,0.48,0.01,0.0,0.37,0.0,0.85,0.04,0.0,0.32,0.76,0.02,0.11,1.41,0.43,0.0,4,21,0,0.9999977611910748
267,0.98,1,0.03,0.01,0.42,0.09,0.0,0.12,0.0,0.84,0.03,0.0,0.19,0.66,0.04,0.2,1.4,0.53,0.0,4,22,0,0.9999983459459455
268,0.98,1,0.19,0.01,0.49,0.09,0.0,0.0,0.0,0.58,0.0,0.0,0.1,0.53,0.29,0.18,1.28,0.43,0.15,4,23,0,0.9999998874281025
269,0.93,1,0.24,0.01,0.6,0.08,0.0,0.08,0.0,0.27,0.0,0.0,0.0,0.45,0.27,0.11,1.31,0.37,0.15,4,24,0,0.999999966135516
270,0.98,1,0.32,0.0,0.74,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.44,0.25,0.0,1.42,0.38,0.15,4,25,0,0.999993931775151
271,0.98,1,0.23,0.0,0.77,0.02,0.0,0.11,0.0,0.04,0.0,0.0,0.0,0.49,0.0,0.0,1.59,0.61,0.0,4,26,0,0.9999966731815194
272,0.98,1,0.24,0.0,0.84,0.04,0.0,0.03,0.0,0.12,0.0,0.0,0.0,0.25,0.0,0.0,1.73,0.61,0.0,4,27,0,0.9999968736681153
273,0.98,1,0.13,0.0,0.78,0.23,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.31,0.0,0.0,1.94,0.65,0.0,4,28,0,0.999995439276288
274,0.98,1,0.06,0.0,0.66,0.41,0.0,0.0,0.0,0.42,0.0,0.0,0.1,0.46,0.0,0.0,1.9,0.4,0.0,4,29,0,0.9999789983005863
275,0.98,1,0.0,0.0,0.64,0.39,0.0,0.0,0.0,0.58,0.0,0.0,0.1,0.47,0.0,0.0,1.85,0.29,0.0,4,30,0,0.9999882185590921
276,0.98,1,0.0,0.0,0.61,0.22,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.3,0.0,0.0,1.69,0.02,0.0,4,31,0,0.9999985353316273
277,0.98,1,0.08,0.0,0.59,0.02,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.19,0.0,0.05,1.77,0.06,0.0,4,32,0,0.9999999986881711
278,0.98,1,0.14,0.0,0.67,0.13,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.34,0.0,0.05,1.81,0.18,0.0,4,33,0,0.999999999549626
279,0.98,1,0.15,0.0,0.61,0.11,0.0,0.0,0.0,0.29,0.0,0.0,0.04,0.4,0.37,0.05,1.33,0.28,0.06,4,34,0,0.9999999889501084
280,0.93,1,0.09,0.0,0.64,0.23,0.0,0.28,0.02,0.43,0.0,0.0,0.04,0.5,0.37,0.0,1.41,0.38,0.06,4,35,0,0.9999883959554339
281,0.98,1,0.02,0.0,0.54,0.13,0.0,0.32,0.06,0.64,0.0,0.0,0.1,0.68,0.37,0.0,1.34,0.26,0.06,4,36,0,0.9999951793011932
282,0.98,1,0.01,0.0,0.62,0.13,0.0,0.48,0.09,1.04,0.0,0.0,0.08,0.92,0.0,0.0,1.75,0.18,0.0,4,37,0,0.9999882232152008
283,0.98,1,0.06,0.0,0.6,0.0,0.0,0.33,0.1,1.03,0.0,0.0,0.13,0.86,0.0,0.0,1.65,0.16,0.0,4,38,0,0.9984125015131433
284,0.98,1,0.1,0.0,0.47,0.0,0.0,0.28,0.05,0.9,0.0,0.0,0.27,0.8,0.01,0.0,1.7,0.25,0.0,4,39,0,0.9998140557895889
285,0.98,1,0.1,0.0,0.3,0.0,0.0,0.13,0.03,0.78,0.0,0.0,0.43,0.71,0.06,0.0,1.74,0.29,0.0,4,40,0,0.9999448213689901
286,0.98,1,0.03,0.0,0.13,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.55,0.69,0.09,0.0,1.77,0.19,0.0,4,41,0,0.9999363240604922
287,0.98,1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.51,0.57,0.09,0.0,1.7,0.13,0.0,4,42,0,0.9999562396374463
288,0.98,1,0.02,0.0,0.1,0.06,0.0,0.0,0.03,0.62,0.0,0.0,0.48,0.6,0.14,0.0,1.57,0.21,0.0,4,43,0,0.999999884708568
289,0.98,1,0.02,0.0,0.4,0.1,0.0,0.04,0.12,0.5,0.0,0.0,0.45,0.7,0.12,0.0,1.41,0.36,0.0,4,44,0,0.9999993146690368
290,0.98,1,0.17,0.0,0.43,0.1,0.0,0.04,0.12,0.25,0.0,0.0,0.36,0.68,0.39,0.0,0.92,0.33,0.05,4,45,0,0.9999980577169187
291,0.93,1,0.23,0.0,0.56,0.17,0.0,0.07,0.1,0.24,0.0,0.0,0.36,0.77,0.29,0.0,0.9,0.19,0.05,4,46,0,0.999999098853949
292,0.98,1,0.26,0.0,0.46,0.23,0.0,0.14,0.01,0.24,0.0,0.0,0.21,0.71,0.29,0.05,0.88,0.0,0.05,4,47,0,0.9999999999150369
293,0.98,1,0.19,0.0,0.65,0.29,0.0,0.26,0.01,0.39,0.0,0.0,0.14,0.78,0.0,0.11,1.22,0.0,0.0,4,48,0,0.9999999999079527
294,0.98,1,0.11,0.0,0.65,0.33,0.0,0.3,0.0,0.57,0.0,0.0,0.04,0.72,0.1,0.11,1.15,0.0,0.0,4,49,0,0.9999999941181912
295,0.98,1,0.09,0.0,0.69,0.23,0.0,0.19,0.0,0.58,0.0,0.0,0.07,0.73,0.1,0.1,1.14,0.1,0.0,4,50,0,0.999999967854596
296,0.98,1,0.01,0.0,0.89,0.35,0.0,0.07,0.0,0.62,0.0,0.0,0.12,0.78,0.1,0.08,1.03,0.1,0.0,4,51,0,0.9999999698791826
297,0.98,1,0.01,0.0,1.12,0.17,0.0,0.0,0.0,0.47,0.0,0.0,0.09,0.64,0.0,0.15,0.91,0.1,0.0,4,52,0,0.9999993472015588
298,0.98,1,0.0,0.0,1.21,0.17,0.0,0.0,0.0,0.49,0.0,0.0,0.09,0.54,0.0,0.2,0.74,0.0,0.0,4,53,0,0.9999985357946412
299,0.98,1,0.0,0.0,1.16,0.02,0.0,0.0,0.0,0.5,0.0,0.0,0.04,0.33,0.0,0.2,0.68,0.0,0.0,4,54,0,0.9999967941893871
300,0.98,1,0.18,0.0,1.0,0.02,0.0,0.0,0.0,0.63,0.0,0.0,0.14,0.51,0.0,0.25,0.62,0.0,0.0,4,55,0,0.9999714168989222
301,0.98,1,0.38,0.0,0.64,0.02,0.0,0.0,0.0,0.46,0.0,0.0,0.35,0.42,0.34,0.17,0.56,0.0,0.0,4,56,0,0.9999993558057089
302,0.93,1,0.71,0.0,0.29,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.52,0.62,0.73,0.12,0.51,0.0,0.06,4,57,0,0.9995066527651104
303,0.93,1,0.84,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.55,1.14,0.0,0.48,0.0,0.15,4,58,10,0.9999920901064894
304,0.93,1,0.87,0.0,0.35,0.0,0.0,0.02,0.0,0.07,0.0,0.0,0.41,0.74,1.24,0.0,0.45,0.1,0.2,4,59,10,0.9999996741152358
305,0.93,1,0.55,0.0,0.41,0.09,0.0,0.02,0.0,0.07,0.05,0.0,0.24,0.88,1.3,0.0,0.28,0.1,0.33,4,60,10,0.9999999981660919
306,0.93,1,0.23,0.0,0.53,0.1,0.0,0.02,0.0,0.14,0.05,0.0,0.27,0.95,0.89,0.0,0.41,0.22,0.23,4,61,10,0.9999496694107985
307,0.98,1,0.0,0.0,0.34,0.1,0.0,0.0,0.0,0.06,0.05,0.0,0.2,0.96,0.82,0.0,0.28,0.12,0.18,4,62,10,0.9973627840465298
308,0.93,1,0.02,0.0,0.29,0.01,0.0,0.0,0.0,0.06,0.0,0.0,0.2,0.9,0.73,0.0,0.28,0.12,0.03,4,63,10,0.8429090955720903
309,0.93,1,0.05,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,1.08,0.0,0.0,0.0,0.05,4,64,10,0.9999997354515772
310,0.93,1,0.05,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,1.07,0.0,0.0,0.12,0.12,4,65,10,0.9999999512590291
311,0.93,1,0.12,0.0,0.44,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.98,0.81,0.0,0.0,0.27,0.15,4,66,10,0.9983699765664229
