, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r
206,0.01,0.0,0.56,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.2,0.26,0.86,0.0
207,0.01,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.27,0.0,0.11,0.16,0.79,0.0
208,0.01,0.0,0.64,0.09,0.0,0.0,0.0,0.01,0.0,0.0,0.07,0.27,0.0,0.14,0.1,0.68,0.0
209,0.0,0.0,0.57,0.15,0.0,0.0,0.0,0.01,0.0,0.0,0.07,0.35,0.0,0.18,0.08,0.5,0.0
210,0.0,0.0,0.54,0.15,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.37,0.0,0.21,0.06,0.39,0.0
211,0.0,0.0,0.53,0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.56,0.02,0.34,0.06,0.59,0.0
212,0.12,0.0,0.43,0.01,0.0,0.0,0.0,0.35,0.0,0.0,0.08,0.64,0.08,0.26,0.01,0.45,0.0
213,0.12,0.0,0.43,0.03,0.0,0.0,0.0,0.29,0.0,0.0,0.08,0.75,0.08,0.37,0.0,0.64,0.0
214,0.12,0.0,0.38,0.07,0.0,0.0,0.0,0.32,0.0,0.0,0.08,0.67,0.06,0.38,0.0,0.7,0.0
215,0.0,0.0,0.52,0.16,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.63,0.0,0.51,0.0,1.03,0.0
216,0.0,0.0,0.59,0.13,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.61,0.0,0.4,0.0,0.98,0.0
217,0.0,0.0,0.58,0.1,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.58,0.02,0.29,0.0,0.66,0.0
218,0.0,0.0,0.56,0.1,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.6,0.14,0.21,0.0,0.44,0.0
219,0.0,0.0,0.61,0.17,0.0,0.0,0.0,0.1,0.0,0.0,0.01,0.68,0.17,0.17,0.0,0.19,0.0
220,0.0,0.0,0.61,0.16,0.0,0.0,0.0,0.04,0.0,0.0,0.01,0.74,0.48,0.09,0.0,0.11,0.0
221,0.01,0.01,0.53,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.6,0.49,0.04,0.0,0.0,0.23
222,0.03,0.01,0.22,0.12,0.0,0.0,0.0,0.1,0.0,0.0,0.01,0.44,0.65,0.0,0.0,0.0,0.3
223,0.2,0.15,0.32,0.12,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.43,0.32,0.0,0.0,0.01,0.3
224,0.19,0.14,0.24,0.0,0.0,0.0,0.0,0.31,0.01,0.0,0.0,0.53,0.4,0.0,0.0,0.01,0.18
225,0.2,0.44,0.31,0.0,0.0,0.0,0.0,0.21,0.03,0.0,0.17,0.42,0.31,0.0,0.01,0.01,0.34
226,0.23,0.7,0.22,0.0,0.0,0.0,0.0,0.04,0.03,0.0,0.17,0.32,0.37,0.0,0.14,0.0,0.63
227,0.45,1.05,0.22,0.0,0.0,0.0,0.02,0.13,0.05,0.0,0.19,0.26,0.15,0.0,0.2,0.0,0.82
228,0.62,1.08,0.23,0.0,0.0,0.0,0.02,0.19,0.04,0.0,0.02,0.4,0.07,0.0,0.19,0.06,0.71
229,0.55,1.0,0.15,0.0,0.0,0.0,0.02,0.3,0.04,0.0,0.02,0.41,0.02,0.0,0.06,0.18,0.47
230,0.65,0.94,0.15,0.0,0.0,0.0,0.0,0.17,0.01,0.0,0.12,0.63,0.02,0.09,0.0,0.18,0.24
231,0.72,0.9,0.07,0.0,0.0,0.0,0.0,0.14,0.01,0.0,0.17,0.71,0.12,0.26,0.0,0.13,0.36
232,0.81,0.57,0.0,0.06,0.0,0.0,0.0,0.03,0.01,0.0,0.32,1.05,0.21,0.49,0.0,0.0,0.55
233,0.6,0.43,0.15,0.06,0.0,0.0,0.0,0.05,0.0,0.0,0.31,0.73,0.4,0.4,0.08,0.14,0.5
234,0.61,0.14,0.15,0.06,0.19,0.0,0.0,0.05,0.17,0.0,0.41,0.8,0.29,0.23,0.45,0.19,0.28
236,0.28,0.0,0.61,0.0,0.19,0.48,0.13,0.25,0.17,0.0,0.21,0.33,0.15,0.0,0.5,0.05,0.03
237,0.0,0.0,0.87,0.0,0.0,0.68,0.13,0.39,0.0,0.0,0.15,0.06,0.15,0.0,0.13,0.0,0.03
238,0.0,0.0,0.56,0.0,0.0,0.57,0.14,0.42,0.0,0.0,0.08,0.06,0.09,0.09,0.08,0.0,0.03
239,0.0,0.0,0.38,0.0,0.0,0.26,0.06,0.46,0.0,0.0,0.28,0.06,0.12,0.09,0.0,0.0,0.14
240,0.0,0.0,0.26,0.0,0.0,0.14,0.13,0.43,0.0,0.0,0.41,0.0,0.22,0.09,0.01,0.0,0.38
241,0.08,0.04,0.3,0.0,0.0,0.14,0.13,0.47,0.0,0.0,0.56,0.0,0.15,0.0,0.07,0.0,0.53
242,0.12,0.04,0.25,0.0,0.0,0.1,0.09,0.63,0.0,0.0,0.36,0.0,0.11,0.0,0.18,0.0,0.69
243,0.2,0.04,0.11,0.0,0.0,0.14,0.0,0.79,0.0,0.0,0.19,0.03,0.02,0.0,0.39,0.0,0.96
244,0.17,0.0,0.33,0.0,0.0,0.25,0.19,0.71,0.0,0.0,0.12,0.03,0.0,0.0,0.59,0.0,1.24
245,0.13,0.0,0.77,0.0,0.0,0.31,0.56,0.34,0.0,0.0,0.23,0.0,0.0,0.0,0.77,0.0,1.3
246,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.79,1.04,0.0,0.0,0.62,0.21,0.0
247,0.25,0.0,0.54,0.0,0.0,0.04,0.0,0.19,0.0,0.0,0.33,0.53,0.57,0.0,0.94,0.13,0.17
248,0.27,0.0,0.55,0.0,0.0,0.13,0.0,0.08,0.0,0.0,0.11,0.35,0.78,0.17,1.19,0.26,0.17
249,0.16,0.01,0.61,0.0,0.0,0.24,0.0,0.13,0.0,0.0,0.17,0.49,0.29,0.39,1.33,0.33,0.0
250,0.16,0.09,0.64,0.0,0.0,0.2,0.0,0.36,0.0,0.0,0.15,0.39,0.39,0.41,1.42,0.37,0.0
251,0.18,0.2,0.64,0.0,0.0,0.11,0.0,0.66,0.0,0.0,0.11,0.38,0.29,0.24,1.47,0.17,0.0
252,0.16,0.19,0.6,0.0,0.0,0.0,0.03,0.85,0.0,0.0,0.11,0.24,0.23,0.03,1.55,0.06,0.0
253,0.07,0.11,0.41,0.0,0.0,0.0,0.03,0.96,0.02,0.0,0.06,0.23,0.33,0.0,1.6,0.21,0.0
254,0.04,0.0,0.19,0.0,0.0,0.0,0.03,0.97,0.04,0.0,0.1,0.12,0.42,0.08,1.71,0.36,0.0
255,0.03,0.0,0.08,0.0,0.0,0.05,0.0,1.16,0.05,0.0,0.14,0.28,0.68,0.08,1.8,0.44,0.0
256,0.08,0.0,0.3,0.03,0.0,0.05,0.05,1.21,0.03,0.0,0.32,0.26,0.63,0.07,1.98,0.34,0.0
257,0.2,0.0,0.39,0.03,0.0,0.05,0.05,0.86,0.01,0.0,0.28,0.36,0.84,0.0,1.56,0.2,0.11
258,0.2,0.0,0.45,0.03,0.0,0.08,0.05,0.65,0.04,0.0,0.29,0.36,0.55,0.0,1.71,0.12,0.11
259,0.13,0.0,0.39,0.0,0.0,0.08,0.07,0.52,0.04,0.0,0.39,0.43,0.39,0.0,1.38,0.0,0.11
260,0.0,0.0,0.5,0.0,0.0,0.08,0.13,0.81,0.04,0.0,0.55,0.37,0.0,0.0,1.58,0.0,0.0
261,0.0,0.0,0.53,0.0,0.0,0.09,0.18,0.81,0.0,0.0,0.59,0.43,0.0,0.07,1.24,0.0,0.0
262,0.0,0.0,0.55,0.0,0.0,0.15,0.11,0.61,0.0,0.0,0.31,0.39,0.0,0.07,1.1,0.0,0.0
263,0.08,0.02,0.48,0.0,0.0,0.27,0.05,0.46,0.0,0.0,0.19,0.32,0.0,0.07,1.21,0.0,0.0
264,0.08,0.02,0.53,0.0,0.0,0.44,0.0,0.53,0.01,0.0,0.18,0.33,0.0,0.02,1.29,0.12,0.0
265,0.08,0.02,0.56,0.0,0.0,0.5,0.0,0.69,0.04,0.0,0.27,0.45,0.0,0.04,1.44,0.25,0.0
266,0.0,0.0,0.48,0.01,0.0,0.37,0.0,0.85,0.04,0.0,0.32,0.76,0.02,0.11,1.41,0.43,0.0
267,0.03,0.01,0.42,0.09,0.0,0.12,0.0,0.84,0.03,0.0,0.19,0.66,0.04,0.2,1.4,0.53,0.0
268,0.19,0.01,0.49,0.09,0.0,0.0,0.0,0.58,0.0,0.0,0.1,0.53,0.29,0.18,1.28,0.43,0.15
269,0.24,0.01,0.6,0.08,0.0,0.08,0.0,0.27,0.0,0.0,0.0,0.45,0.27,0.11,1.31,0.37,0.15
270,0.32,0.0,0.74,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.44,0.25,0.0,1.42,0.38,0.15
271,0.23,0.0,0.77,0.02,0.0,0.11,0.0,0.04,0.0,0.0,0.0,0.49,0.0,0.0,1.59,0.61,0.0
272,0.24,0.0,0.84,0.04,0.0,0.03,0.0,0.12,0.0,0.0,0.0,0.25,0.0,0.0,1.73,0.61,0.0
273,0.13,0.0,0.78,0.23,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.31,0.0,0.0,1.94,0.65,0.0
274,0.06,0.0,0.66,0.41,0.0,0.0,0.0,0.42,0.0,0.0,0.1,0.46,0.0,0.0,1.9,0.4,0.0
275,0.0,0.0,0.64,0.39,0.0,0.0,0.0,0.58,0.0,0.0,0.1,0.47,0.0,0.0,1.85,0.29,0.0
276,0.0,0.0,0.61,0.22,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.3,0.0,0.0,1.69,0.02,0.0
277,0.08,0.0,0.59,0.02,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.19,0.0,0.05,1.77,0.06,0.0
278,0.14,0.0,0.67,0.13,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.34,0.0,0.05,1.81,0.18,0.0
279,0.15,0.0,0.61,0.11,0.0,0.0,0.0,0.29,0.0,0.0,0.04,0.4,0.37,0.05,1.33,0.28,0.06
280,0.09,0.0,0.64,0.23,0.0,0.28,0.02,0.43,0.0,0.0,0.04,0.5,0.37,0.0,1.41,0.38,0.06
281,0.02,0.0,0.54,0.13,0.0,0.32,0.06,0.64,0.0,0.0,0.1,0.68,0.37,0.0,1.34,0.26,0.06
282,0.01,0.0,0.62,0.13,0.0,0.48,0.09,1.04,0.0,0.0,0.08,0.92,0.0,0.0,1.75,0.18,0.0
283,0.06,0.0,0.6,0.0,0.0,0.33,0.1,1.03,0.0,0.0,0.13,0.86,0.0,0.0,1.65,0.16,0.0
284,0.1,0.0,0.47,0.0,0.0,0.28,0.05,0.9,0.0,0.0,0.27,0.8,0.01,0.0,1.7,0.25,0.0
285,0.1,0.0,0.3,0.0,0.0,0.13,0.03,0.78,0.0,0.0,0.43,0.71,0.06,0.0,1.74,0.29,0.0
286,0.03,0.0,0.13,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.55,0.69,0.09,0.0,1.77,0.19,0.0
287,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.51,0.57,0.09,0.0,1.7,0.13,0.0
288,0.02,0.0,0.1,0.06,0.0,0.0,0.03,0.62,0.0,0.0,0.48,0.6,0.14,0.0,1.57,0.21,0.0
289,0.02,0.0,0.4,0.1,0.0,0.04,0.12,0.5,0.0,0.0,0.45,0.7,0.12,0.0,1.41,0.36,0.0
290,0.17,0.0,0.43,0.1,0.0,0.04,0.12,0.25,0.0,0.0,0.36,0.68,0.39,0.0,0.92,0.33,0.05
291,0.23,0.0,0.56,0.17,0.0,0.07,0.1,0.24,0.0,0.0,0.36,0.77,0.29,0.0,0.9,0.19,0.05
292,0.26,0.0,0.46,0.23,0.0,0.14,0.01,0.24,0.0,0.0,0.21,0.71,0.29,0.05,0.88,0.0,0.05
293,0.19,0.0,0.65,0.29,0.0,0.26,0.01,0.39,0.0,0.0,0.14,0.78,0.0,0.11,1.22,0.0,0.0
294,0.11,0.0,0.65,0.33,0.0,0.3,0.0,0.57,0.0,0.0,0.04,0.72,0.1,0.11,1.15,0.0,0.0
295,0.09,0.0,0.69,0.23,0.0,0.19,0.0,0.58,0.0,0.0,0.07,0.73,0.1,0.1,1.14,0.1,0.0
296,0.01,0.0,0.89,0.35,0.0,0.07,0.0,0.62,0.0,0.0,0.12,0.78,0.1,0.08,1.03,0.1,0.0
297,0.01,0.0,1.12,0.17,0.0,0.0,0.0,0.47,0.0,0.0,0.09,0.64,0.0,0.15,0.91,0.1,0.0
298,0.0,0.0,1.21,0.17,0.0,0.0,0.0,0.49,0.0,0.0,0.09,0.54,0.0,0.2,0.74,0.0,0.0
299,0.0,0.0,1.16,0.02,0.0,0.0,0.0,0.5,0.0,0.0,0.04,0.33,0.0,0.2,0.68,0.0,0.0
300,0.18,0.0,1.0,0.02,0.0,0.0,0.0,0.63,0.0,0.0,0.14,0.51,0.0,0.25,0.62,0.0,0.0
301,0.38,0.0,0.64,0.02,0.0,0.0,0.0,0.46,0.0,0.0,0.35,0.42,0.34,0.17,0.56,0.0,0.0
302,0.71,0.0,0.29,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.52,0.62,0.73,0.12,0.51,0.0,0.06
303,0.84,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.55,1.14,0.0,0.48,0.0,0.15
304,0.87,0.0,0.35,0.0,0.0,0.02,0.0,0.07,0.0,0.0,0.41,0.74,1.24,0.0,0.45,0.1,0.2
305,0.55,0.0,0.41,0.09,0.0,0.02,0.0,0.07,0.05,0.0,0.24,0.88,1.3,0.0,0.28,0.1,0.33
306,0.23,0.0,0.53,0.1,0.0,0.02,0.0,0.14,0.05,0.0,0.27,0.95,0.89,0.0,0.41,0.22,0.23
307,0.0,0.0,0.34,0.1,0.0,0.0,0.0,0.06,0.05,0.0,0.2,0.96,0.82,0.0,0.28,0.12,0.18
308,0.02,0.0,0.29,0.01,0.0,0.0,0.0,0.06,0.0,0.0,0.2,0.9,0.73,0.0,0.28,0.12,0.03
309,0.05,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,1.08,0.0,0.0,0.0,0.05
310,0.05,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,1.07,0.0,0.0,0.12,0.12
311,0.12,0.0,0.44,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.98,0.81,0.0,0.0,0.27,0.15
312,0.2,0.0,0.74,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.1,0.93,0.68,0.0,0.11,0.27,0.22
313,0.21,0.0,0.8,0.0,0.0,0.28,0.0,0.05,0.0,0.0,0.16,1.03,0.48,0.0,0.11,0.16,0.14
314,0.13,0.0,0.66,0.0,0.0,0.27,0.0,0.07,0.0,0.0,0.25,1.0,0.61,0.0,0.11,0.0,0.12
315,0.12,0.27,0.57,0.0,0.0,0.21,0.0,0.07,0.0,0.0,0.15,1.14,0.58,0.0,0.0,0.0,0.03
316,0.11,0.27,0.66,0.0,0.0,0.42,0.08,0.03,0.0,0.09,0.2,1.12,0.66,0.0,0.0,0.01,0.26
317,0.11,0.27,0.55,0.0,0.0,0.41,0.08,0.08,0.0,0.09,0.38,1.08,0.44,0.0,0.15,0.18,0.23
318,0.0,0.0,0.44,0.0,0.0,0.21,0.13,0.08,0.0,0.09,0.38,0.9,0.28,0.0,0.15,0.18,0.41
319,0.0,0.0,0.42,0.0,0.0,0.04,0.1,0.08,0.0,0.0,0.33,0.98,0.17,0.0,0.15,0.3,0.17
320,0.0,0.0,0.62,0.0,0.0,0.11,0.14,0.0,0.0,0.0,0.16,1.05,0.32,0.0,0.0,0.25,0.17
321,0.08,0.04,1.06,0.0,0.0,0.37,0.29,0.0,0.0,0.0,0.28,1.21,0.4,0.0,0.0,0.49,0.2
322,0.08,0.04,1.23,0.0,0.0,0.51,0.42,0.0,0.0,0.28,0.43,1.06,0.26,0.0,0.0,0.48,0.45
323,0.08,0.06,1.25,0.0,0.0,0.67,0.37,0.0,0.0,0.38,0.49,1.18,0.11,0.0,0.0,0.54,0.51
324,0.0,0.21,1.17,0.0,0.0,0.65,0.2,0.0,0.0,0.52,0.68,1.36,0.0,0.0,0.0,0.54,0.62
325,0.0,0.49,1.31,0.0,0.0,0.61,0.03,0.0,0.0,0.29,0.75,1.66,0.0,0.0,0.0,0.57,0.61
326,0.0,0.47,1.32,0.0,0.0,0.47,0.03,0.0,0.0,0.27,0.76,1.68,0.06,0.0,0.0,0.5,0.55
327,0.0,0.28,1.24,0.0,0.0,0.44,0.01,0.0,0.0,0.18,0.67,1.64,0.06,0.18,0.0,0.45,0.24
328,0.0,0.0,0.85,0.0,0.0,0.3,0.0,0.09,0.0,0.13,0.7,1.36,0.07,0.18,0.25,0.41,0.0
329,0.0,0.22,1.12,0.0,0.0,0.57,0.06,0.09,0.0,0.1,0.69,1.3,0.01,0.3,0.25,0.36,0.24
330,0.0,0.22,1.12,0.0,0.0,0.5,0.06,0.15,0.0,0.09,0.49,1.13,0.01,0.38,0.25,0.29,0.25
331,0.0,0.22,1.34,0.0,0.0,0.57,0.06,0.15,0.0,0.14,0.17,1.23,0.0,0.65,0.0,0.26,0.25
332,0.0,0.0,1.19,0.0,0.0,0.63,0.2,0.23,0.0,0.09,0.03,0.94,0.0,0.69,0.0,0.48,0.01
333,0.0,0.0,1.33,0.0,0.0,0.81,0.4,0.17,0.01,0.06,0.02,0.91,0.0,0.61,0.0,0.72,0.0
334,0.0,0.0,1.43,0.0,0.0,1.0,0.42,0.08,0.01,0.05,0.02,0.8,0.0,0.59,0.0,0.81,0.0
335,0.0,0.0,1.51,0.0,0.02,0.75,0.24,0.0,0.01,0.12,0.0,0.89,0.0,0.67,0.0,0.53,0.0
336,0.0,0.0,1.48,0.0,0.02,0.56,0.06,0.0,0.0,0.17,0.0,0.84,0.0,0.74,0.0,0.19,0.0
337,0.0,0.0,1.3,0.14,0.02,0.59,0.14,0.02,0.0,0.13,0.0,0.85,0.0,0.8,0.0,0.2,0.0
338,0.0,0.0,1.09,0.14,0.0,0.67,0.32,0.02,0.0,0.06,0.0,0.71,0.0,0.88,0.0,0.52,0.0
339,0.0,0.0,0.78,0.14,0.0,0.58,0.29,0.22,0.0,0.0,0.24,0.65,0.18,0.63,0.13,0.51,0.04
340,0.0,0.0,0.95,0.0,0.0,0.6,0.34,0.19,0.0,0.0,0.24,0.38,0.18,0.48,0.13,0.5,0.04
341,0.0,0.0,1.01,0.0,0.0,0.54,0.17,0.19,0.0,0.01,0.24,0.5,0.18,0.38,0.13,0.23,0.04
342,0.0,0.0,1.17,0.0,0.0,0.69,0.22,0.0,0.0,0.01,0.0,0.52,0.0,0.59,0.0,0.28,0.0
343,0.0,0.0,1.08,0.0,0.0,0.67,0.19,0.01,0.0,0.08,0.0,0.67,0.0,0.6,0.0,0.12,0.0
344,0.0,0.0,0.91,0.0,0.0,0.85,0.22,0.01,0.0,0.14,0.0,0.41,0.0,0.52,0.0,0.15,0.0
345,0.0,0.0,0.68,0.0,0.0,0.92,0.22,0.02,0.0,0.14,0.0,0.31,0.0,0.38,0.0,0.37,0.07
346,0.0,0.09,0.5,0.0,0.0,0.71,0.21,0.01,0.0,0.1,0.0,0.38,0.0,0.41,0.0,0.48,0.09
347,0.0,0.31,0.51,0.0,0.0,0.44,0.27,0.01,0.0,0.08,0.0,0.56,0.0,0.43,0.0,0.49,0.09
348,0.0,0.31,0.66,0.0,0.0,0.18,0.38,0.0,0.08,0.08,0.0,0.47,0.0,0.42,0.0,0.21,0.03
349,0.0,0.22,0.71,0.0,0.03,0.28,0.35,0.01,0.15,0.16,0.0,0.39,0.0,0.23,0.04,0.25,0.0
350,0.1,0.04,0.81,0.22,0.03,0.17,0.24,0.18,0.15,0.13,0.28,0.38,0.03,0.05,0.23,0.15,0.13
351,0.1,0.04,0.7,0.22,0.04,0.44,0.15,0.18,0.14,0.21,0.28,0.32,0.03,0.09,0.23,0.16,0.23
352,0.1,0.13,0.74,0.22,0.01,0.28,0.06,0.17,0.11,0.08,0.28,0.19,0.03,0.09,0.22,0.05,0.37
353,0.0,0.28,0.71,0.0,0.01,0.27,0.07,0.0,0.18,0.08,0.0,0.03,0.0,0.09,0.04,0.05,0.4
354,0.0,0.29,0.98,0.22,0.15,0.1,0.19,0.12,0.19,0.0,0.0,0.14,0.0,0.0,0.11,0.04,0.35
355,0.02,0.2,1.0,0.22,0.15,0.11,0.19,0.2,0.18,0.0,0.0,0.14,0.0,0.0,0.09,0.0,0.21
356,0.02,0.02,0.93,0.22,0.15,0.19,0.3,0.32,0.2,0.03,0.0,0.28,0.0,0.0,0.08,0.05,0.18
357,0.02,0.01,0.72,0.0,0.0,0.2,0.12,0.2,0.21,0.03,0.0,0.14,0.0,0.0,0.0,0.05,0.13
358,0.0,0.1,0.64,0.0,0.03,0.42,0.12,0.13,0.26,0.03,0.0,0.16,0.0,0.0,0.0,0.05,0.13
359,0.0,0.1,0.64,0.0,0.03,0.57,0.0,0.02,0.17,0.03,0.0,0.01,0.0,0.1,0.06,0.0,0.02
360,0.0,0.09,0.52,0.0,0.02,0.56,0.0,0.02,0.08,0.03,0.0,0.04,0.0,0.16,0.06,0.03,0.08
361,0.13,0.0,0.39,0.0,0.0,0.33,0.0,0.14,0.0,0.03,0.22,0.23,0.0,0.16,0.27,0.03,0.3
362,0.13,0.0,0.49,0.0,0.0,0.43,0.0,0.14,0.1,0.0,0.22,0.38,0.0,0.09,0.21,0.22,0.28
363,0.13,0.26,0.64,0.0,0.0,0.43,0.0,0.14,0.18,0.16,0.22,0.42,0.0,0.04,0.6,0.42,0.31
364,0.0,0.52,0.82,0.0,0.0,0.54,0.0,0.0,0.26,0.25,0.0,0.27,0.0,0.04,0.79,0.68,0.19
365,0.12,0.8,0.96,0.0,0.0,0.21,0.0,0.0,0.17,0.34,0.0,0.17,0.0,0.0,1.08,0.73,0.41
366,0.12,0.55,1.3,0.0,0.0,0.12,0.0,0.11,0.09,0.28,0.0,0.16,0.0,0.05,0.95,0.96,0.49
367,0.34,0.5,1.62,0.0,0.0,0.07,0.0,0.14,0.0,0.19,0.0,0.11,0.0,0.05,0.9,1.05,0.49
368,0.47,0.38,1.73,0.0,0.0,0.25,0.0,0.51,0.05,0.1,0.0,0.06,0.0,0.05,0.94,1.31,0.31
369,0.72,0.52,1.68,0.0,0.0,0.39,0.0,0.74,0.09,0.0,0.0,0.0,0.0,0.0,1.03,1.36,0.14
370,0.66,0.32,1.6,0.0,0.0,0.35,0.0,0.93,0.14,0.01,0.0,0.0,0.0,0.0,1.07,1.47,0.09
371,0.58,0.29,1.57,0.0,0.0,0.37,0.0,0.81,0.08,0.01,0.0,0.0,0.0,0.0,1.11,1.35,0.17
372,0.38,0.14,1.05,0.0,0.0,0.22,0.0,0.53,0.05,0.01,0.16,0.0,0.0,0.0,0.84,0.84,0.38
373,0.27,0.33,0.93,0.0,0.0,0.31,0.0,0.52,0.0,0.0,0.16,0.0,0.0,0.0,0.81,0.77,0.42
374,0.19,0.21,0.9,0.0,0.0,0.2,0.04,0.42,0.0,0.0,0.16,0.0,0.0,0.0,0.62,0.84,0.39
375,0.24,0.27,1.14,0.0,0.0,0.2,0.04,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.81,1.33,0.35
376,0.38,0.19,1.27,0.0,0.0,0.41,0.04,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.72,1.27,0.41
377,0.7,0.42,1.41,0.0,0.0,0.32,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,1.03,1.17,0.48
378,0.86,0.35,1.62,0.0,0.0,0.4,0.0,0.17,0.0,0.01,0.0,0.0,0.0,0.0,1.35,0.89,0.45
379,0.82,0.44,1.36,0.0,0.0,0.31,0.0,0.14,0.02,0.01,0.0,0.0,0.0,0.0,1.58,0.98,0.31
380,0.52,0.3,1.03,0.0,0.0,0.54,0.0,0.02,0.05,0.01,0.0,0.0,0.0,0.0,1.6,1.14,0.14
381,0.46,0.8,0.94,0.0,0.0,0.78,0.0,0.32,0.17,0.0,0.0,0.0,0.0,0.0,1.52,1.49,0.02
382,0.54,0.86,1.04,0.0,0.0,0.78,0.0,0.39,0.23,0.0,0.0,0.12,0.0,0.0,1.53,1.37,0.07
383,0.56,0.75,0.81,0.0,0.0,0.55,0.0,0.51,0.2,0.0,0.33,0.2,0.12,0.0,1.11,0.86,0.42
384,0.4,0.25,1.1,0.0,0.0,0.55,0.0,0.48,0.2,0.0,0.33,0.24,0.24,0.0,0.95,0.86,0.53
385,0.18,0.0,0.91,0.0,0.1,0.71,0.0,0.63,0.21,0.0,0.33,0.25,0.24,0.0,0.78,1.15,0.51
386,0.05,0.0,1.02,0.0,0.21,1.05,0.0,0.74,0.31,0.0,0.0,0.31,0.12,0.0,0.99,1.78,0.31
387,0.05,0.0,0.77,0.0,0.41,1.14,0.0,0.76,0.32,0.0,0.0,0.32,0.0,0.0,1.17,1.69,0.18
388,0.05,0.0,1.08,0.0,0.48,1.06,0.0,0.71,0.25,0.0,0.0,0.19,0.11,0.34,1.4,1.67,0.15
389,0.05,0.0,1.26,0.0,0.49,0.72,0.0,0.53,0.15,0.0,0.0,0.05,0.11,0.93,1.38,1.54,0.0
390,0.0,0.0,1.19,0.4,0.29,0.3,0.0,0.24,0.02,0.0,0.0,0.0,0.25,1.43,1.26,1.4,0.0
391,0.0,0.0,1.15,0.86,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.32,1.44,1.14,1.26,0.0
392,0.02,0.0,1.21,0.86,0.08,0.0,0.0,0.15,0.0,0.0,0.29,0.0,0.51,1.28,1.06,0.98,0.0
393,0.13,0.0,1.23,0.47,0.08,0.36,0.0,0.26,0.0,0.0,0.38,0.0,0.71,1.15,1.01,0.95,0.0
394,0.32,0.0,1.1,0.0,0.0,1.08,0.0,0.32,0.01,0.0,0.26,0.0,1.01,1.1,1.13,0.93,0.0
395,0.42,0.04,0.44,0.0,0.0,0.0,0.0,0.73,0.07,0.2,0.68,0.92,0.0,0.0,0.0,1.69,0.34
396,0.83,0.14,0.28,0.13,0.55,0.24,0.0,0.96,0.59,0.18,0.23,0.84,0.06,0.0,0.69,1.49,0.11
397,0.85,0.13,0.22,0.13,0.87,0.59,0.07,0.96,0.97,0.34,0.0,0.71,0.21,0.0,1.31,1.28,0.0
398,0.61,0.13,0.34,0.11,1.13,0.97,0.33,0.94,0.99,0.43,0.0,0.71,0.19,0.0,1.35,1.0,0.0
399,0.16,0.0,0.66,0.0,1.34,1.66,0.69,1.2,0.96,0.64,0.0,0.71,0.15,0.0,1.82,1.14,0.19
400,0.0,0.0,0.96,0.0,1.64,1.98,0.97,1.28,0.83,0.5,0.28,0.82,0.0,0.0,1.72,0.95,0.3
401,0.0,0.0,1.57,0.0,1.73,2.28,1.06,1.28,0.72,0.46,0.28,0.83,0.0,0.0,2.05,1.02,0.47
402,0.0,0.0,1.76,0.0,1.75,2.56,0.78,1.33,0.82,0.48,0.49,0.58,0.0,0.0,1.77,0.54,0.54
403,0.0,0.0,1.83,0.0,1.75,2.65,0.42,1.2,0.94,0.65,0.38,0.48,0.0,0.0,1.51,0.53,0.55
404,0.0,0.0,1.22,0.0,1.81,2.7,0.07,1.35,1.34,0.61,0.45,0.32,0.0,0.0,0.99,0.19,0.38
